category,name,price,description,veg_nonveg,spice_level,source_file
Festive Special: Ghewar & Pheni,Ghewar Sweet Box - 500 G,₹400,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Festive Special: Ghewar & Pheni,Ghewar Malai Box - 600g,₹504.76,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Summer Specials,Desi Cold Coffee,₹120,A refreshing blend of milk and coffee with a traditional Indian twist.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Summer Specials,Biscoff shake,₹150,"Biscoff Delight: Cookie crunch meets creamy goodness — pure bliss!

Serving Size:
- Approx. 300ml

~ This unique shake blends creamy vanilla ice cream with Biscoff cookies, offering a rich, caramelized flavor that’s both indulgent and delightful for summer enjoyment.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Summer Specials,Chocolate Shake,₹150,"Chocolate Shake Indulgence: Rich, velvety chocolate to satisfy your cravings!

Serving Size:
- Approx. 300ml

~ Rich and indulgent, the Chocolate Shake combines chocolate ice cream and milk for a thick, creamy dessert drink that’s perfect for satisfying your sweet tooth.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Summer Specials,Bubblegum shake,₹150,"Bubblegum Bonanza: A whimsical twist that transports you back to childhood!

Serving Size:
- Approx. 300ml

~ Fun and colorful, the Bubblegum Shake mixes bubblegum flavor with ice cream and milk, creating a whimsical treat that’s sure to bring back childhood memories.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Karachi Halwa 30 G,₹19.05,"A chewy and rich sweet made with cornflour, sugar, and nuts, packed in a compact size.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Milk Cake,₹194,A classic milk-based sweet with a soft texture and caramelized flavor.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Khoya Pista Burfi,₹190,"A delectable Indian sweet made from khoya (milk solids) and flavored with ground pistachios (pista). It's typically cut into diamond or square shapes and garnished with pistachio pieces, offering a rich and nutty dessert.Item Includes- 28 to 30 pieces of burfi in 1 kg box",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Khoya Burfi,₹169,"A classic Indian sweet made from reduced milk solids (khoya), sugar, and often flavored with cardamom or saffron. It is shaped into square or diamond-shaped pieces and is known for its rich and creamy texture.This Item includes approximately 25-30 pieces of Burfi in 1 kg box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Khoya Chocolate Burfi,₹190,A delectable Indian sweet combining khoya (milk solids) and chocolate to create a rich and creamy burfi with a delightful chocolate flavor.Item includes 28-30 pieces approximately in 1KG box.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Shahi Chocolate Burfi,₹185,"A royal blend of chocolate and traditional Indian burfi, creating a fusion of flavors.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Rasmalai,₹65,"Soft, spongy cheese patties soaked in fragrant saffron-flavored milk, topped with pistachios and almonds. A rich, traditional Indian dessert perfect for festive celebrations.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Kalakand,₹190,"""Best Seller – A Must-Try Delight!

Available in:
- 1kg (approx. 28 pcs)
- 500g (approx. 14 pcs)
- 250g (approx. 7 pcs)

Kalakand, a rich milky jewel that embodies milky magic in every bite. Imagine sweetened milk slowly reduced to a grainy perfection, enhanced with the aromatic essence of cardamom and garnished with pista.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Rasgulla,₹17,"Spongy and syrupy balls made from chenna, a Bengali delicacy.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Coconut Burfi,₹340,"Coconut barfi, is a popular and delicious Indian sweet made from grated coconut, sugar, and milk.Item Includes 15-16 piecesapproximate in 1 KG box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Malai Chap,₹55,"A delicious Indian dessert made from condensed milk and flavored with cardamom, then shaped into small, soft, and creamy bites. A delightful sweet treat.Item Includes 1 piece of Malai Chaap.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Cham Cham,₹55,"A popular Indian sweet made from fresh paneer (chhena), cooked in sugar syrup and often flavored with cardamom or rose water. These soft, spongy, and syrup-soaked sweets are often garnished with grated coconut or chopped nuts.This item includes approximately 1 piece of Cham Cham.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Malai Cup,₹90,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Chena Toast,₹55,"A savory Indian snack made by spicing up paneer (cottage cheese) with herbs and spices, spreading it on bread slices, and toasting them until crispy and golden brown. A flavorful and crunchy treat.This Item includes 1 piece of Chena Toast.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Chena Murki,₹350,"A traditional Indian sweet made by simmering cubes of fresh paneer (chhena) in sugar syrup until they become crystallized and coated with a glossy, sweet glaze. A delightful and crunchy sweet treat.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Gur Rasmalai,₹75,"Carbohydrate-grams/miligrams 63.5g Fat-grams/miligrams-24g Protein-grams/miligrams 4.9g Calorie-KiloCalorie (KCAL) 489.6 kcal CONTAINS : WHEAT, May also contain traces of Milk, Peanuts, Nuts, Sesame, Soy and Oats.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Pakiza,₹55,"A Heavenly Dessert to Satisfy Your Sweet Cravings. This sweet is Soft, Syrup-Soaked Pastry Layers Filled with Creamy Delights. Item Includes 1 piece of Pakiza.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Dil Khush Bengali,₹90,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Gur Peda Sandesh,₹420,A fusion of two Indian sweets - Gur Peda (jaggery-based sweet) and Sandesh (paneer-based sweet). It combines the flavors of jaggery and cottage cheese (paneer) to create a delectable and unique dessert.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Angoori Petha,₹110,"A famous North Indian sweet, Angoori Petha consists of small, bite-sized, translucent cubes made from ash gourd (winter melon) or pumpkin, simmered in sugar syrup, often flavored with cardamom, and garnished with pistachios.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Kaju Dhoda,₹150,"A traditional Indian sweet originating from Punjab, it's made with cashews (kaju), sugar, and ghee, resulting in a rich, fudgy confection with a delightful nutty flavor.Item includes 25-30 pieces of Kaju Dhoda approximately in 1 kg box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Moong Dal Burfi,₹182.50,"A richly textured mixture of moong daal paste and crumbled mava is cooked in sugar syrup, flavored aesthetically with desi spices to make a delicious moong daal burfi.Item includes 28-30 pieces of Burfi Approximately in 1 KG Box",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Dhoda Special,₹175,"Dhoda is a traditional Indian sweet from the state of Punjab, particularly popular in the town of Khanna. It's made from milk, sugar, and ghee, cooked to a fudge-like consistency.Item Includes- 22 to 24 pieces of Dhoda Burfi in 1 KG Box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Gulab Jamun,₹160,"""House Favorite – Loved by All, Craved by Many!

Available in:
- 1kg (approx. 20 Pcs)
- 500g (approx. 10 Pcs)
- 250g (approx. 5 Pcs)

~ A beloved dessert consisting of deep-fried, reddish-brown dumplings made from khoya (milk solids), soaked in sugar syrup. A sweet and indulgent delight in Indian cuisine.""",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Kala Jamun,₹160,"A darker, richer version of gulab jamun, soaked in a thick, flavorful sugar syrup.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Lamba Jamun,₹160,"A unique and elongated variation of the classic Gulab Jamun, these sweet, fried dough dumplings are soaked in sugar syrup and loved for their deliciously syrupy indulgence.""Item Includes 18-20 pieces of Lamba Jamun approximately in 1 KG Box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Special Patisa,₹189,"A delightful Indian sweet made in desi ghee known for its flaky, layered texture and sweet, nutty flavor. Made from caramelized sugar and gram flour, it's a cherished treat in Indian cuisine.""",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Special (Moti Choor),₹165,"Bikanervala Special: A traditional Indian sweet made from deep-fried gram flour (besan) pearls, soaked in sugar syrup, and molded into round, bite-sized balls.The 1 KG box contains approximately 24 to 28 Laddus.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Banarsi,₹120,"A special variation of the traditional laddu sweet, known for its unique flavor and texture, made with ingredients like gram flour, ghee, and cardamom.This 1 KG Box Approximately Contains 24 to 28 Laddus.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Besan,₹170,Traditional gram flour laddus delicately roasted in ghee and sweetened for a delightful treat.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Gond,₹210,"Healthy and wholesome laddus made with gond (edible gum), enriched with dry fruits and ghee.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Atta,₹150,"Atta Laddu is a delightful offering on our dessert menu, revered for its simplicity and wholesomeness, handcrafted with premium whole wheat flour.Item includes Atta Laddu with approximately 24-28 pieces in 1 KG box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Shahi Laddu Atta,₹210,"A wholesome sweet made with wheat flour, ghee, and jaggery, enriched with dry fruits.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Besan Laddu Special,₹210,"A special variation of the traditional Indian sweet Besan Laddu, crafted from roasted gram flour, ghee, and sugar, offering a unique and delightful flavor.Item includes 22-24 pieces approximately of Besan Laddu in 1 KG box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Shahi Besan Dry Fruit Laddu,₹210,"Indulge in the richness of Shahi Besan Dry Fruit Laddu, crafted with roasted gram flour, premium dry fruits, and a hint of aromatic spices. Each bite offers a royal blend of flavors and textures, perfect for celebrations and gifting.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Atta Dry Fruit,₹210,"These Delectable Sweets Blend Whole Wheat Flour with an Abundance of Dry Fruits, Offering a Healthier Yet Delicious Dessert Option.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Laddu Panjeeri,₹180,"A nutritious and wholesome Indian sweet made by combining laddu (sweet spherical treats) with panjeeri (a mixture made from whole wheat flour, ghee, sugar, and nuts).Item includes 22-24 laddu panjeeri approximately in 1KG box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,laddu Churma,₹260,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Mewa Bites Box 480G,₹761.90,A premium box filled with an assortment of rich mewa bites for special occasions.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Mewa Bites Red Box,₹672,"A delightful collection of mewa bites packed in an attractive red box, perfect for festive celebrations.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Khajoor Dry Fruit Sweet,₹1020,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Mewa Bite 8Pc,₹252.38,A box of eight bite-sized sweets filled with rich dry fruit flavors.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Kaju Burfi,₹284,"A popular Indian sweet made from cashew nuts (kaju) and sugar, shaped into smooth, diamond-shaped pieces.This item Contains approximately 60 pieces of Kaju Burfi.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Dry Rasbhari,₹150,"Dry Rasbhari: Also known as dried cape gooseberries or goldenberries, these are small, tangy, and slightly sweet fruits that have been sun-dried.1KG Box approximately Contains 60 dry Rasbhari.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Lal Rasbhari,₹160,"Lal Rasbhari is known for its distinctive appearance and sweet, syrupy taste.1 KG box of Lal Rasbhariincludes 60 pieces approximately.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Sweets,Kali Rasbhari,₹160,A variety of cape gooseberry that is smaller and typically darker in color when compared to its yellow or golden counterpart. These berries are known for their tartness and are used in various culinary applications.1KG Box approximately Contains 60 Kali Rasbhari.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Raj Kachori,₹165,"A big crispy sphere ball stuffed with diced boiled potatoes and sprouted black gram, tamarind sauce, mint sauce, and sweet curd sprinkled with chaat masala.This delightful Item includes- 1 Raj Kachori, Dahi, Curd, Chaat Masala and Garnishes.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Pyaz Kachori- 2 Pieces,₹88,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Paneer Pakoda,₹45,A mouthwatering Indian snack where soft paneer (cottage cheese) cubes are coated in spiced gram flour batter and deep-fried to golden perfection.This item includes 1 piece of Paneer Pakoda.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Bread Pakoda,₹45,"A classic Indian snack featuring bread slices dipped in chickpea batter, deep-fried to golden perfection.This item includes 1 Bread Pakora and Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Aloo Tikki,₹125,"Aloo Tikki is a popular and delicious Indian street food snack made from mashed potatoes that are seasoned with spices. This item is served with Chutney, Aloo Tikki and Garnishes.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Samosa - 5 Pieces,₹110,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Dahi Bhalla,₹160,"Dahi Bhalla is a popular street food and is also served at home during festive occasions and special gatherings.This item includes Bhalla, Dahi, Chutney, and Garnishes.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Bhel Puri,₹105,"A spicy dish prepared with puffed rice, onion, exotic spices and hot chutney.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Papdi Chaat,₹160,"Papdi Chaat is a popular and delightful Indian street food that offers a burst of sweet, spicy, tangy, and crunchy flavors all in one bite.This item is served with boiled diced potatoes, curd, tamarind and mint sauce sprinkled with chaat masala.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Pani Puri - Suji,₹70,"""Best Seller – A Must-Try Delight!

Item Includes: 
- 6 crispy puris with 
- Spicy Lal Pani (tamarind water) & 
- Tangy Hara Pani (mint water).

Served with spiced mashed potatoes & chana masala.""",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Bhalla Papdi,₹165,"Bhalla Papdi is a popular and delightful Indian street food that offers a burst of sweet, spicy, tangy, and crunchy flavors all in one bite.This item is served with Crispy Papdi, Bhalla, Dahi, Chutney and Garnishes.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Pyaz Kachori- 1 Piece,₹44,A flaky and crispy kachori stuffed with a spicy onion filling.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Samosa- 2 Piece,₹44,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Pani Puri - Atta,₹70,"Bikanervala Top-Seller: Pani Puri is a popular and iconic street food delicacy loved by people across the country.Pani Puri is served with Potato Fillings, Sweet&Tangy Water, Jaljeera Water",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Paneer Cutlet,₹45,Iconic Delight – A Timeless Classic!Includes: 2 crispy & delicious paneer cutlets.Served with Bikanervala’s special tamarind chutney.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Pani Puri Box,₹152.54,Your favorite street food now at home! Crispy puris with tangy tamarind water and flavorful fillings.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Dhokla Sandwich,₹97.50,"Enjoy the Fusion Delight of Dhokla Sandwich.This snack contains Soft, Spongy Dhokla Slices layered with Zesty Chutneys and Fresh Vegetables.This item includes 8 big Squared pieces approximately.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Samosa- 1 Piece,₹22,"A crispy pastry filled with spiced potatoes and peas, a classic Indian snack.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
"Chaat, Snacks & Quickbites",Dhokla Plain,₹73.75,"""Signature Special – The Pride of Our Menu!

Available in:
- 1kg (Approx 18 pcs)
- 500g (Approx 9 pcs)
- 250g (Approx 4-5 pcs)

Plain Dhokla, a remarkably soft and spongy snack with a cake-like texture, achieved through fermentation and steaming. Each bite offers a balanced taste, often enhanced by a tempering of mustard seeds, curry leaves, and green chilies.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Deluxe Thali,₹395,A complete meal with a variety of Indian dishes served together.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Special Thali With Tandoori Roti,₹310,"A ""Special Thali with Tandoori Roti"" is a well-rounded Indian meal that typically includes a variety of dishes served on a single platter, accompanied by freshly baked tandoori roti.Served with Dal Makhni, Paneer Subzi, Two Tandoori Roti , Pulao, Pickle & Sweet",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Rajma Rice,₹170,Rajma Rice is a wholesome and satisfying meal that is cherished by people of all ages in India.This item includes mix of Rajma and Rice in a bowl.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Shahi Paneer,₹360,"Shahi Paneer is a rich and creamy Indian curry made with paneer, which is Indian cottage cheese.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Kadai Paneer,₹360,A spicy and flavorful dish of paneer cooked with bell peppers and aromatic spices.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Aloo Kulcha With Dal And Raita,₹270,"Aloo Kulcha with Dal and Raita is a popular North Indian meal that consists of several components.This item includes- Aloo Kulcha, Dal, Raita, and Achar.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Paneer Butter Masala,₹360,Soft paneer cubes cooked in a rich and creamy tomato-based gravy.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Hyderabadi Chaap,₹260,"Hyderabadi Chaap is a delightful fusion of rich, spicy, and creamy flavors. It's a dish that brings the essence of Hyderabad's cuisine to your plate, and it's sure to satisfy your taste buds with its bold and aromatic profile.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Shahi Paneer With Rice,₹230,Rich paneer curry served with steamed rice for a satisfying meal.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dal Makhani with Rice,₹200,Rich and creamy black lentil curry served with rice.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Raita Boondi,₹155,"Raita Boondi is a popular Indian side dish made from yogurt (curd) and tiny, deep-fried chickpea flour balls known as ""boondi."" It's a refreshing and cooling accompaniment to spicy Indian dishes and serves as a great way to balance the heat with its creamy and tangy flavor.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Onion Kulcha With Dal And Raita,₹270,"This Onion Kulcha with Dal and Raita meal is a delightful combination of flavors and textures. The soft and onion-stuffed kulchas complement the dal and the cool raita perfectly. Enjoy this delicious North Indian feast!Item Includes- 1 Onion Kulcha, dal & Raita",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Tawa Aloo Parantha with Choley & Raita,₹280,Stuffed aloo paratha paired with spicy chole and cooling raita for a wholesome meal.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Shahi Paneer with Roti & Salad,₹310,A traditional Indian dessert made of thin strands of deep-fried dough (Pheni) that is sweetened with sugar and flavored with saffron (Kesar).,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Paneer Kulcha With Dal And Raita,₹260,"Paneer Kulcha with Dal and Raita is a popular North Indian meal that consists of several components.This item includes- Paneer Kulcha, Dal, Raita, and Achar.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Chole with Rice,₹170,Chole with rice is a classic and comforting North Indian dish that consists of spicy chickpea curry (chole) served with steamed rice.Item includes delicious combo of rice with good portion of Chole.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Green Salad,₹120,Slice of assorted vegetables with lemon vinaigrette.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Vegetable Raita,₹165,A cool and creamy yogurt dish mixed with finely chopped vegetables.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dal Makhani with Roti & Salad,₹290,"A traditional Indian dish made of saffron-infused thin, fried vermicelli-like strands of dough that are not sweetened.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Tandoori Platter,₹400,A Tandoori Platter is a delightful assortment of various tandoor-cooked dishes typically served in Indian restaurants.Item Includes- Stuffed Tandoori Potatoes+Paneer Tikka+Veg Seekh Kabab+Mushroom+Naan+Dal Makhani+Roasted Vegetable Cooked in Tandoor.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Paneer Parantha With Curd,₹140,"A stuffed parantha filled with spiced paneer, served with creamy curd.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Tandoori Aloo,₹295,Tandoori Aloo is a delicious Indian appetizer or side dish made with marinated and grilled potatoes.Tandoori Aloo is stuffed with Paneer & Stuffed with Chutney.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Rajma Masala,₹235,"North Indian dish made with kidney beans, onion, tomato, spices and herbs.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Stuffed Paratha With Curd,₹120,"Stuffed Paranthas are a popular type of Indian flatbread made by stuffing various fillings into a wheat flour dough and then pan-frying them until they are golden and crispy.Item Includes- 1 Stuffed Parantha, Curd, and Achar.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Veg. Pulao,₹175,Fragrant basmati rice cooked with a mix of fresh vegetables and spices.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dal Makhani,₹320,"The harmonious blend of black lentils, red kidney beans, tomato, ginger and finished with cream and butter.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Veg Seekh Kebab,₹270,A delicacy contaning a combination of marinated vegetables cooked in tandoor.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Tawa Parantha with Dal & Raita,₹280,Freshly cooked tawa paratha served with flavorful dal and creamy raita.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Masala Channa,₹250,"A delicacy based with green chilies, onion, garlic, fresh cilantro, a blend of spices, chickpeas, and tomatoes.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Rajma with Rice,₹170,Flavorful kidney bean curry served with steamed rice.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Daily Special Vegetables,₹320,Mix veg curry is made by cooking a mixture of vegetables together in a traditional Indian onion-tomato gravy. The dish is characterized by multiple flavors due to the addition of many vegetables which also makes it quite nutritious.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Tawa Aloo Parantha with Curd,₹200,A comforting meal of tawa-cooked aloo parantha served with fresh and creamy curd.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Chhole Rice,₹170,Rajma chawal is a rice dish where cooked rice is mixed with rajma masala or kidney beans masala.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Masala,₹240,"Masala Dosa, is a popular South Indian dish consisting of a crispy and thin rice crepe (dosa) filled with a flavorful and spiced potato mixture.This item is served with 1 large dosa, Sambhar, Coconut Chutney, Tomato-Onion Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Idli Sambhar,₹155,"Idli Sambhar is a beloved and iconic South Indian dish known for its delightful blend of flavors, textures, and nutritional value.This item contains Idli, Sambhar, Coconut Chutney, Onion-Tomato Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,South Indian Platter,₹380,"A South Indian platter typically consists of a variety of delicious dishes that are popular in the southern regions of India, such as Tamil Nadu, Karnataka, Andhra Pradesh, and Kerala. This platter includes- idli, vada, uttapam with sambhar and chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Paneer,₹265,"A delightful fusion where dosa, the South Indian rice crepe, is filled with a flavorful stuffing of paneer (cottage cheese) and spices, creating a delicious and satisfying meal.Item includes 1 Piece Dosa Paneer, Sambhar, Coconut Chutney, Onion-Tomato Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Vada Sambhar,₹155,"Vada Sambhar is a popular South Indian dish and is a classic and beloved breakfast or snack dish in South India.Item Includes- Vada, Sambhar, Coconut Chutney, Tomato-Onion Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Idli & Vada Combo,₹155,Soft steamed idlis and crispy vadas served with chutney and sambar.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Onion Plain,₹225,"A popular South Indian dish where a thin dosa, a crispy rice crepe, is prepared with finely chopped onions, creating a delightful blend of flavors and textures.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Uttapam Onion Tomato,₹245,"A South Indian favorite, uttapam is a thick, savory pancake topped with a flavorful mix of onions and tomatoes, creating a delicious and colorful breakfast or snack.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Plain Rawa,₹225,A crispy dosa made from semolina (rawa) batter. Served with Sambhar & Chutney.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Butter Plain,₹210,"A classic South Indian delight, dosa is a thin, crispy rice crepe typically served with a generous spread of butter, offering a simple yet indulgent flavor.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Onion Rawa,₹235,"A popular South Indian crepe made from semolina (rawa) batter, characterized by its crispy texture and enhanced with the addition of onions for a delightful savory flavor.Item includes 1 Dosa Onion Rawa, Sambhar, Coconut Chutney, Onion-Tomato Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Dosa Butter Masala,₹250,"A decadent South Indian treat where dosa, a crispy rice crepe, is generously smeared with creamy and aromatic butter masala, offering a rich and savory indulgence.Item Includes- 1 Dosa, Sambhar, Coconut Chutney, Onion-Tomato Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Sambhar With Rice,₹149,Steamed rice served with tangy and flavorful South Indian Sambhar.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Uttapam Plain,₹215,"A simple yet delicious South Indian pancake made from fermented rice and lentil batter, typically enjoyed without any toppings or fillings, highlighting the natural flavor of the batter.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Onion Rawa Masala Dosa,₹255,"A popular South Indian dish, it's a crispy, fermented semolina (rawa) crepe filled with a spiced potato mixture and garnished with onions. Delicious and savory!Item includes 1 Onion Rawa Masala Dosa, Sambhar, Coconut Chutney, and Onion-Tomato Chutney.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Restaurant,Paper Plain Dosa,₹245,"Thin and crispy plain dosa, served with chutney and sambar.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
